Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R
19403,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
19404,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19405,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
19406,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19407,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19408,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
19409,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19410,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19411,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
19412,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
19413,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
19414,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19415,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
19416,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
19417,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
19418,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
19419,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
19420,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
19421,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
19422,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19423,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19424,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19425,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
19426,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19427,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19428,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19429,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19430,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19431,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19432,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19433,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19434,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19435,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19436,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19437,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19438,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19439,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
19440,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19441,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
19442,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
19443,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19444,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19445,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
19446,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
19447,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
19448,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19449,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
19450,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
19451,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
19452,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19453,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19454,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19455,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19456,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19457,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
19458,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19459,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19461,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
19462,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
19463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
19464,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
19465,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19466,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
19467,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
19468,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
19469,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
19470,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
19471,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
19472,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
19473,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
19474,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19475,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19477,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
19478,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19479,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
19480,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
19481,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
19482,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
19483,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
19484,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
19485,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19486,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
19487,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
19488,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19489,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
19490,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19491,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19492,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
19493,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
19494,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
19495,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
19496,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
19497,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
19498,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
19499,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
19500,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
19501,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
19502,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19503,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
19504,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19505,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
19506,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19507,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19508,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19509,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19510,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19511,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19512,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
19513,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19514,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19515,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19516,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19517,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19518,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19519,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
19520,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19521,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19522,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19523,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19524,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19525,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
19526,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19527,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19528,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19529,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19530,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19531,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,NULL
19532,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,NULL
19533,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
19534,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
19535,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,NULL
19536,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
19537,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19538,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19539,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19540,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
19541,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19542,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19543,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19544,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19545,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19546,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
19547,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19548,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19549,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
19550,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19551,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19552,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19553,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19554,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
19555,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19556,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19557,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
19558,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19559,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19560,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
19561,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19562,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19563,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
19564,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19565,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19566,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19567,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
19568,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19569,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19570,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19571,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19572,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19573,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19574,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
19575,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19576,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19577,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19578,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19579,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19580,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19581,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19582,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19583,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19584,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19585,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19586,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19587,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
19588,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
19589,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19590,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19591,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19592,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
19593,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19594,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19595,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19596,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
19597,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19598,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19599,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
19600,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
19601,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19602,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19603,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19604,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
19605,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19608,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19609,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19610,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19611,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19612,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19613,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19614,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19615,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19616,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19617,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19618,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19619,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19620,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
19621,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19622,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
19623,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19624,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
19625,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19626,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19627,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19628,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19629,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19630,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
19631,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19632,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19633,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19634,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19635,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
19636,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19637,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19638,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19639,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19640,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19641,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19642,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19643,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19644,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19645,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19646,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19647,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19648,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19649,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
19650,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19651,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19652,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19653,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
19654,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
19655,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
19656,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
19657,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19658,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
19659,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
19660,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19661,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
19662,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19663,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19664,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19665,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
19666,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19667,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
19668,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19669,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
19670,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19671,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19672,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19673,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
19674,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
19675,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19676,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19677,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19678,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19679,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19680,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19681,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19682,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
19683,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19684,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
19685,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19686,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19687,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19688,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
19689,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19690,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19691,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19692,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
19693,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19694,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
19695,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19696,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
19697,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19698,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19699,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19700,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19701,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19702,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19703,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19704,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
19705,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
19706,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19707,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
19708,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19709,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19710,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19711,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
19712,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19713,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19714,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19715,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
19716,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19717,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
