Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPS_M_R
6980,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6981,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6982,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6983,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6984,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6985,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6986,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6987,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6988,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6989,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6990,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6991,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6992,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6993,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6994,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6995,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6996,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6997,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6998,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6999,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7000,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7001,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7002,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
7003,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7004,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7005,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7006,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7007,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7008,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7009,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7010,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7011,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7012,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
7013,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7014,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7015,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7016,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7017,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7018,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7019,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7020,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7021,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7022,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7023,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7024,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7025,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7026,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7027,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7028,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7029,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
7030,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7031,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7032,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
7033,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7034,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7035,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7036,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7037,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7038,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7039,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7040,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7041,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
7042,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7043,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7044,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7045,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7046,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7047,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7048,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7049,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7050,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
7051,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7052,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7053,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7054,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7055,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7056,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7057,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7058,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7059,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7060,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7061,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7062,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7063,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7064,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7065,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7066,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7067,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7068,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7069,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7070,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7071,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
7072,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7073,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
7074,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7075,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
7076,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7077,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7078,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7079,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7080,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7081,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7082,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7083,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7084,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7085,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7086,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7087,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7088,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7089,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7090,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7091,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7092,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7093,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
7094,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7095,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7096,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7097,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7098,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7099,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7100,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7101,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7102,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7103,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7104,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7105,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7106,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7107,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7108,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7109,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7110,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7111,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7112,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7113,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7114,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7115,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7116,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7117,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7118,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7119,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7120,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7121,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7122,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7123,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7124,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7125,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7126,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7127,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7128,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7129,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7130,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7131,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7132,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7133,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7134,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7135,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7136,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
7137,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7138,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7139,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
7140,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
7141,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7142,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7143,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7144,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7145,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7146,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7147,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7148,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7149,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7150,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7151,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7152,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7153,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7154,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7155,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7156,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7157,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7158,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7159,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7160,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7161,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7162,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7163,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7164,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7165,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7166,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7167,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7168,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7169,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7170,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7171,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7172,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7173,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7174,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7175,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7176,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7177,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7178,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7179,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
7180,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7181,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7182,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7183,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7184,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7185,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7186,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7187,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7188,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7189,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7190,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7191,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7192,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
7193,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7194,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7195,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
7196,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7197,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7198,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7199,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7200,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7201,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7202,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7203,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
7204,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7205,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
7206,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7207,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7208,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
7209,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
7210,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7211,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7212,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
7213,Water,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
7214,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
7215,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7216,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7217,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7218,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
7219,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
7220,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7221,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
7222,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
7223,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
7224,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7225,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
7226,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
7227,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7228,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7229,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
7230,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7231,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
7232,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
7233,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
7234,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7235,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
7236,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
7237,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
7238,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7239,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7240,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7241,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7242,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7243,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
7244,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7245,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7246,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7247,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
7248,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7249,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7250,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7251,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7252,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
7253,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7254,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Water,Water
7255,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
7256,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
7257,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
7258,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7259,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7260,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7261,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7262,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7263,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
7264,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7265,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7266,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7267,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
7268,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7269,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
7270,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7271,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7272,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7273,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
7274,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7275,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7276,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
7277,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
7278,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
7279,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7280,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
7281,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
7282,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
7283,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7284,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7285,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Grassland,Water
7286,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Forest
7287,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Bareland
7288,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
7289,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
7290,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
7291,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
7292,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
7293,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7294,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7295,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7296,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7297,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7298,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7299,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7300,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7301,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
7302,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7303,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7304,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7305,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7306,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7307,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7308,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7309,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
7310,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7311,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7312,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7313,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7314,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7315,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7316,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7317,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7318,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
7319,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7320,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7321,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7322,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7323,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
