Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKR_M_R
9077,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9078,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9079,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9080,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9081,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
9082,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9083,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9084,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9085,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
9086,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
9087,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9088,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9089,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9090,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
9091,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9092,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9093,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9094,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9095,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9096,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9097,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9098,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
9099,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
9100,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
9101,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9102,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9103,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9107,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9108,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9109,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9110,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9111,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9112,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9113,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9114,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9115,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9116,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9117,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9118,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9119,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9120,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9121,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9122,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9123,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9124,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9125,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9126,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9127,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9128,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9129,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9130,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9131,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9132,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9133,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9134,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9135,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9136,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9137,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9138,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9139,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9140,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Bareland
9141,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9142,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9143,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9144,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9145,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9146,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9147,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9148,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
9149,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9150,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9151,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9152,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9153,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9154,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9155,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9156,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9157,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9158,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9159,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9160,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9161,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9162,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9163,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9164,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9165,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9166,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9167,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9168,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9169,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9170,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9171,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9172,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9173,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9174,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9175,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9176,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9177,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9178,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9179,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
9180,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9181,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9182,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9183,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9184,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9185,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9186,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9187,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
9188,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
9189,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9190,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
9191,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
9192,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9193,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9194,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9195,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
9196,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9197,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9198,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9199,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9200,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
9201,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9202,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9203,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9204,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9205,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9206,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
9207,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9208,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
9209,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9210,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
9211,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
9212,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
9213,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9214,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
9215,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9216,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9217,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9218,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
9219,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9220,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
9221,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
9222,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
9223,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
9224,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9225,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9226,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9227,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9228,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9229,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9230,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
9231,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
9232,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9233,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9234,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
9235,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
9236,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9237,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9238,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9239,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9240,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9241,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9242,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9243,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9244,Forest,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
9245,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
9246,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9247,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9248,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9249,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
9250,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
9251,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
9252,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
9253,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
9254,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9255,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9256,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9257,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9258,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9259,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9260,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9261,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9262,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9263,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
9264,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
9265,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
9266,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9267,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9268,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9269,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
9270,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9271,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
9272,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9273,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
9274,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9275,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9276,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9277,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9278,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9279,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9280,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9281,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9282,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9283,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
9284,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9285,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9286,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Bareland
9287,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9288,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9289,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9290,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9291,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
9292,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
9293,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9294,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9295,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9296,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9297,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9298,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9299,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9300,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9301,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9302,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9303,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
9304,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9305,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9306,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
9307,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9308,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9309,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9310,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
9311,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9312,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9313,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9314,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9315,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
9316,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
9317,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9318,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9319,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9320,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9321,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
9322,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
9323,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
9324,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
9325,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
9326,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9327,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9328,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9329,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9330,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9331,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
9332,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
9333,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
9334,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9335,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9336,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Water,Forest
9337,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9338,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9339,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9340,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
9341,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9342,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9343,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9344,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9345,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9346,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9347,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9348,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9349,Forest,Water,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
9350,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9351,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9352,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9353,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9354,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9355,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9356,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9357,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9358,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9359,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9360,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9361,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9362,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9363,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9364,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9365,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9366,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9367,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9368,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9369,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9370,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9371,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
9372,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
9373,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9374,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9375,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9376,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
9377,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9378,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
9379,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9380,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9381,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
9382,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9383,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9384,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9385,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9386,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9387,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9388,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9389,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
9390,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
9391,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9392,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9393,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9394,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
9395,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
9396,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
9397,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
9398,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9399,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
9400,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9401,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9402,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
9403,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
9404,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
9405,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9406,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9407,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9408,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9409,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
9410,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
